language,normalized_training_mixture_weight,training_mixture_weight_before_coverage_normalization,training_mixture_percent_before_coverage_normalization,raw_public_count,num_training_entries,groups,entry_ids,represented_training_mixture_weight,weight_semantics
arm left: -1. left instrument: Tool #3 (None). arm right: 2. right instrument: Tool #9 (Blue). do a prostatectomy,7.978521030632727e-05,7.684073559746337e-05,0.007684073559746337,42296,1,cmr_versius,cmr_versius:03,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 1. left instrument: Tool #0 (Blue). arm right: 3. right instrument: Tool #9 (Orange). do a prostatectomy,7.888541965671221e-05,7.59741517389427e-05,0.00759741517389427,41819,1,cmr_versius,cmr_versius:03,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 2. left instrument: Tool #0 (Blue). arm right: 1. right instrument: Tool #2 (Cyan). do an inguinal hernia repair,7.868357982545686e-05,7.577976081051145e-05,0.007577976081051145,41712,1,cmr_versius,cmr_versius:02,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 1. left instrument: Tool #2 (Orange). arm right: -1. right instrument: Tool #3 (None). do a prostatectomy,7.842892209443372e-05,7.553450122791125e-05,0.007553450122791125,41577,1,cmr_versius,cmr_versius:03,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 3. left instrument: Tool #13 (Green). arm right: 1. right instrument: Tool #9 (Orange). do a prostatectomy,7.827046839513044e-05,7.538189526540448e-05,0.007538189526540448,41493,1,cmr_versius,cmr_versius:03,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 1. left instrument: Tool #0 (Green). arm right: 3. right instrument: Tool #9 (Cyan). do a prostatectomy,7.802901513904926e-05,7.514935284634652e-05,0.007514935284634652,41365,1,cmr_versius,cmr_versius:03,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: -1. left instrument: Tool #3 (None). arm right: 2. right instrument: Tool #8 (Blue). do a cholecystectomy,7.745179094873015e-05,7.459343112578608e-05,0.007459343112578608,41059,1,cmr_versius,cmr_versius:00,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 1. left instrument: Tool #18 (Green). arm right: 2. right instrument: Tool #0 (Orange). do a prostatectomy,7.714808802506555e-05,7.430093636431476e-05,0.007430093636431476,40898,1,cmr_versius,cmr_versius:03,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 3. left instrument: Tool #2 (Blue). arm right: 1. right instrument: Tool #2 (Green). do a hysterectomy,7.714242896437616e-05,7.42954861513681e-05,0.00742954861513681,40895,1,cmr_versius,cmr_versius:01,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 1. left instrument: Tool #0 (Green). arm right: -1. right instrument: Tool #3 (None). do an inguinal hernia repair,7.638977389268556e-05,7.357060782946085e-05,0.007357060782946085,40496,1,cmr_versius,cmr_versius:02,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 2. left instrument: Tool #1 (Blue). arm right: -1. right instrument: Tool #3 (None). do an inguinal hernia repair,7.624452466832423e-05,7.343071903049631e-05,0.007343071903049631,40419,1,cmr_versius,cmr_versius:02,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 1. left instrument: Tool #2 (Green). arm right: 2. right instrument: Tool #2 (Orange). do a hysterectomy,7.559939174973232e-05,7.280939475457584e-05,0.007280939475457584,40077,1,cmr_versius,cmr_versius:01,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 1. left instrument: Tool #0 (Cyan). arm right: 2. right instrument: Tool #9 (Blue). do a cholecystectomy,7.541830180767141e-05,7.263498794028237e-05,0.007263498794028237,39981,1,cmr_versius,cmr_versius:00,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 1. left instrument: Tool #0 (Green). arm right: 2. right instrument: Tool #2 (Blue). do an inguinal hernia repair,7.529568882606768e-05,7.251689999310449e-05,0.007251689999310449,39916,1,cmr_versius,cmr_versius:02,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 2. left instrument: Tool #0 (Blue). arm right: 3. right instrument: Tool #9 (Green). do a prostatectomy,7.520703020860038e-05,7.243151332360666e-05,0.007243151332360666,39869,1,cmr_versius,cmr_versius:03,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 3. left instrument: Tool #18 (Cyan). arm right: 1. right instrument: Tool #8 (Pink). do a hysterectomy,7.520514385503724e-05,7.242969658595776e-05,0.007242969658595776,39868,1,cmr_versius,cmr_versius:01,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: -1. left instrument: Tool #3 (None). arm right: 1. right instrument: Tool #2 (Cyan). do a hysterectomy,7.518439396584277e-05,7.240971247181998e-05,0.007240971247181998,39857,1,cmr_versius,cmr_versius:01,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 3. left instrument: Tool #12 (Green). arm right: 2. right instrument: Tool #2 (Orange). do a hysterectomy,7.446380690472547e-05,7.171571868994389e-05,0.0071715718689943884,39475,1,cmr_versius,cmr_versius:01,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 2. left instrument: Tool #18 (Blue). arm right: 1. right instrument: Tool #8 (Orange). do an inguinal hernia repair,7.443739795484158e-05,7.169028436285942e-05,0.0071690284362859414,39461,1,cmr_versius,cmr_versius:02,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: -1. left instrument: Tool #3 (None). arm right: 1. right instrument: Tool #13 (Orange). do a hysterectomy,7.425819436634383e-05,7.151769428621484e-05,0.0071517694286214835,39366,1,cmr_versius,cmr_versius:01,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 3. left instrument: Tool #12 (Blue). arm right: -1. right instrument: Tool #3 (None). do a hysterectomy,7.379792409693906e-05,7.107441029988561e-05,0.007107441029988561,39122,1,cmr_versius,cmr_versius:01,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 2. left instrument: Tool #2 (Pink). arm right: 3. right instrument: Tool #2 (Cyan). do a hysterectomy,7.36828565295879e-05,7.096358930330332e-05,0.0070963589303303315,39061,1,cmr_versius,cmr_versius:01,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 2. left instrument: Tool #0 (Blue). arm right: 1. right instrument: Tool #9 (Green). do a hysterectomy,7.360362967993625e-05,7.088728632204992e-05,0.007088728632204992,39019,1,cmr_versius,cmr_versius:01,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 1. left instrument: Tool #0 (Blue). arm right: -1. right instrument: Tool #3 (None). do an inguinal hernia repair,7.353949365878968e-05,7.082551724198764e-05,0.007082551724198765,38985,1,cmr_versius,cmr_versius:02,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 3. left instrument: Tool #18 (Cyan). arm right: -1. right instrument: Tool #3 (None). do a hysterectomy,7.338481266661266e-05,7.067654475477864e-05,0.007067654475477864,38903,1,cmr_versius,cmr_versius:01,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: -1. left instrument: Tool #3 (None). arm right: 1. right instrument: Tool #2 (Pink). do a hysterectomy,7.336029007029193e-05,7.065292716534308e-05,0.0070652927165343075,38890,1,cmr_versius,cmr_versius:01,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 1. left instrument: Tool #0 (Blue). arm right: 0. right instrument: Tool #14 (White). do a cholecystectomy,7.328106322064029e-05,7.057662418408968e-05,0.007057662418408968,38848,1,cmr_versius,cmr_versius:00,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 2. left instrument: Tool #0 (Blue). arm right: -1. right instrument: Tool #3 (None). do a cholecystectomy,7.308865515720059e-05,7.039131694390287e-05,0.007039131694390287,38746,1,cmr_versius,cmr_versius:00,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: -1. left instrument: Tool #3 (None). arm right: 2. right instrument: Tool #2 (Green). do an inguinal hernia repair,7.21982962754012e-05,6.953381677362665e-05,0.006953381677362665,38274,1,cmr_versius,cmr_versius:02,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: -1. left instrument: Tool #3 (None). arm right: 0. right instrument: Tool #17 (White). do an inguinal hernia repair,7.209077412230257e-05,6.943026272763991e-05,0.006943026272763992,38217,1,cmr_versius,cmr_versius:02,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 0. left instrument: Tool #17 (White). arm right: 1. right instrument: Tool #2 (Blue). do an inguinal hernia repair,7.178329849151166e-05,6.913413449087078e-05,0.0069134134490870785,38054,1,cmr_versius,cmr_versius:02,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 2. left instrument: Tool #0 (Orange). arm right: 3. right instrument: Tool #2 (Pink). do a hysterectomy,7.164936738852912e-05,6.900514611779958e-05,0.006900514611779957,37983,1,cmr_versius,cmr_versius:01,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: -1. left instrument: Tool #3 (None). arm right: 1. right instrument: Tool #9 (Orange). do an inguinal hernia repair,7.12343696046396e-05,6.860546383504372e-05,0.006860546383504372,37763,1,cmr_versius,cmr_versius:02,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
Retract the partially dissected tissue flap using the right instrument (left-side grasp).,7.112986585599217e-05,6.850481679923433e-05,0.006850481679923434,950,1,hamlyn_dvrk_30hz,hamlyn_dvrk_30hz:05,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 1. left instrument: Tool #0 (Green). arm right: 0. right instrument: Tool #14 (White). do a cholecystectomy,7.110987026947274e-05,6.848555915021696e-05,0.0068485559150216965,37697,1,cmr_versius,cmr_versius:00,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 1. left instrument: Tool #8 (Orange). arm right: 2. right instrument: Tool #13 (Pink). do an inguinal hernia repair,7.097782552005333e-05,6.835838751479464e-05,0.006835838751479464,37627,1,cmr_versius,cmr_versius:02,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: -1. left instrument: Tool #3 (None). arm right: 1. right instrument: Tool #2 (Blue). do a prostatectomy,7.085521253844961e-05,6.824029956761678e-05,0.006824029956761677,37562,1,cmr_versius,cmr_versius:03,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 3. left instrument: Tool #0 (Orange). arm right: 2. right instrument: Tool #9 (Blue). do a prostatectomy,7.07005315462726e-05,6.809132708040777e-05,0.006809132708040777,37480,1,cmr_versius,cmr_versius:03,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 2. left instrument: Tool #0 (Cyan). arm right: -1. right instrument: Tool #3 (None). do a hysterectomy,7.044398746168634e-05,6.78442507601587e-05,0.00678442507601587,37344,1,cmr_versius,cmr_versius:01,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 2. left instrument: Tool #0 (Cyan). arm right: 3. right instrument: Tool #9 (Orange). do a prostatectomy,7.037985144053978e-05,6.778248168009643e-05,0.006778248168009642,37310,1,cmr_versius,cmr_versius:03,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 1. left instrument: Tool #18 (Blue). arm right: -1. right instrument: Tool #3 (None). do a hysterectomy,7.030251094445126e-05,6.770799543649192e-05,0.006770799543649193,37269,1,cmr_versius,cmr_versius:01,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 1. left instrument: Tool #0 (Orange). arm right: 2. right instrument: Tool #8 (Cyan). do an inguinal hernia repair,7.028176105525678e-05,6.768801132235413e-05,0.006768801132235412,37258,1,cmr_versius,cmr_versius:02,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 1. left instrument: Tool #0 (Purple). arm right: 2. right instrument: Tool #9 (Cyan). do an inguinal hernia repair,7.001201249572858e-05,6.742821783856281e-05,0.0067428217838562815,37115,1,cmr_versius,cmr_versius:02,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 2. left instrument: Tool #12 (Pink). arm right: 3. right instrument: Tool #0 (Green). do a hysterectomy,6.96441735509174e-05,6.707395399702921e-05,0.0067073953997029215,36920,1,cmr_versius,cmr_versius:01,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 3. left instrument: Tool #2 (Pink). arm right: 1. right instrument: Tool #2 (Cyan). do a hysterectomy,6.935933416288414e-05,6.679962661204679e-05,0.006679962661204679,36769,1,cmr_versius,cmr_versius:01,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 2. left instrument: Tool #13 (Cyan). arm right: 1. right instrument: Tool #9 (Orange). do a hysterectomy,6.933669792012652e-05,6.67778257602601e-05,0.00667778257602601,36757,1,cmr_versius,cmr_versius:01,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 1. left instrument: Tool #13 (Blue). arm right: 2. right instrument: Tool #2 (Cyan). do an inguinal hernia repair,6.927822095966935e-05,6.67215068931445e-05,0.00667215068931445,36726,1,cmr_versius,cmr_versius:02,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 1. left instrument: Tool #13 (Blue). arm right: -1. right instrument: Tool #3 (None). do a cholecystectomy,6.908958560335592e-05,6.653983312825547e-05,0.006653983312825546,36626,1,cmr_versius,cmr_versius:00,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: -1. left instrument: Tool #3 (None). arm right: 1. right instrument: Tool #2 (Orange). do a prostatectomy,6.903676770358818e-05,6.648896447408655e-05,0.006648896447408655,36598,1,cmr_versius,cmr_versius:03,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 1. left instrument: Tool #0 (Cyan). arm right: 2. right instrument: Tool #13 (Orange). do a hysterectomy,6.899149521807295e-05,6.644536277051318e-05,0.006644536277051318,36574,1,cmr_versius,cmr_versius:01,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 3. left instrument: Tool #1 (Cyan). arm right: -1. right instrument: Tool #3 (None). do a hysterectomy,6.876513279049683e-05,6.622735425264634e-05,0.0066227354252646345,36454,1,cmr_versius,cmr_versius:01,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 3. left instrument: Tool #2 (Green). arm right: 1. right instrument: Tool #2 (Orange). do a hysterectomy,6.861045179831982e-05,6.607838176543734e-05,0.006607838176543734,36372,1,cmr_versius,cmr_versius:01,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
resect home in,6.831766198858292e-05,6.579639736921596e-05,0.006579639736921596,959,1,jhu_imerse_dvrk,jhu_imerse_dvrk:03,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 1. left instrument: Tool #0 (Green). arm right: 2. right instrument: Tool #18 (Orange). do an inguinal hernia repair,6.815206788247818e-05,6.563691451675699e-05,0.006563691451675699,36129,1,cmr_versius,cmr_versius:02,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: -1. left instrument: Tool #3 (None). arm right: 2. right instrument: Tool #2 (Blue). do an inguinal hernia repair,6.779554705904582e-05,6.529355110111674e-05,0.006529355110111674,35940,1,cmr_versius,cmr_versius:02,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 3. left instrument: Tool #18 (Pink). arm right: 1. right instrument: Tool #2 (Green). do a hysterectomy,6.775970634134627e-05,6.525903308578782e-05,0.006525903308578782,35921,1,cmr_versius,cmr_versius:01,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: -1. left instrument: Tool #3 (None). arm right: 3. right instrument: Tool #9 (Pink). do a prostatectomy,6.770122938088911e-05,6.520271421867223e-05,0.006520271421867223,35890,1,cmr_versius,cmr_versius:03,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: -1. left instrument: Tool #3 (None). arm right: 0. right instrument: Tool #14 (White). do a prostatectomy,6.76182298241112e-05,6.512277776212106e-05,0.006512277776212105,35846,1,cmr_versius,cmr_versius:03,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 1. left instrument: Tool #2 (Orange). arm right: 2. right instrument: Tool #2 (Blue). do an inguinal hernia repair,6.724850452573688e-05,6.476669718293856e-05,0.006476669718293856,35650,1,cmr_versius,cmr_versius:02,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 2. left instrument: Tool #0 (Pink). arm right: 1. right instrument: Tool #9 (Cyan). do a hysterectomy,6.719568662596912e-05,6.471582852876963e-05,0.0064715828528769635,35622,1,cmr_versius,cmr_versius:01,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 2. left instrument: Tool #0 (Cyan). arm right: 1. right instrument: Tool #9 (Blue). do a cholecystectomy,6.715984590826956e-05,6.468131051344071e-05,0.006468131051344071,35603,1,cmr_versius,cmr_versius:00,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 1. left instrument: Tool #18 (Blue). arm right: 2. right instrument: Tool #13 (Orange). do a hysterectomy,6.706552823011286e-05,6.45904736309962e-05,0.0064590473630996206,35553,1,cmr_versius,cmr_versius:01,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: -1. left instrument: Tool #3 (None). arm right: 2. right instrument: Tool #9 (Cyan). do an inguinal hernia repair,6.70353465731027e-05,6.456140582861395e-05,0.006456140582861395,35537,1,cmr_versius,cmr_versius:02,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 1. left instrument: Tool #0 (Blue). arm right: 0. right instrument: Tool #17 (White). do a cholecystectomy,6.690518817724643e-05,6.443605093084052e-05,0.0064436050930840524,35468,1,cmr_versius,cmr_versius:00,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
Lift the intact tissue block using the left instrument (center grasp).,6.671232681862001e-05,6.42503071243345e-05,0.00642503071243345,891,1,hamlyn_dvrk_30hz,hamlyn_dvrk_30hz:05,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 2. left instrument: Tool #12 (Orange). arm right: 3. right instrument: Tool #2 (Green). do a hysterectomy,6.668448481035973e-05,6.422349262592036e-05,0.006422349262592036,35351,1,cmr_versius,cmr_versius:01,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 3. left instrument: Tool #12 (Blue). arm right: 1. right instrument: Tool #2 (Cyan). do a hysterectomy,6.65505537073772e-05,6.409450425284915e-05,0.0064094504252849155,35280,1,cmr_versius,cmr_versius:01,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: -1. left instrument: Tool #3 (None). arm right: 2. right instrument: Tool #9 (Green). do a prostatectomy,6.596201139567931e-05,6.352768210639539e-05,0.006352768210639539,34968,1,cmr_versius,cmr_versius:03,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 2. left instrument: Tool #0 (Blue). arm right: 1. right instrument: Tool #18 (Cyan). do an inguinal hernia repair,6.5873352778212e-05,6.344229543689754e-05,0.0063442295436897545,34921,1,cmr_versius,cmr_versius:02,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 0. left instrument: Tool #17 (White). arm right: 2. right instrument: Tool #2 (Cyan). do an inguinal hernia repair,6.583185299982302e-05,6.340232720862195e-05,0.006340232720862195,34899,1,cmr_versius,cmr_versius:02,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 2. left instrument: Tool #2 (Blue). arm right: 1. right instrument: Tool #9 (Cyan). do an inguinal hernia repair,6.503958450330665e-05,6.263929739608804e-05,0.0062639297396088044,34479,1,cmr_versius,cmr_versius:02,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 1. left instrument: Tool #0 (Blue). arm right: 3. right instrument: Tool #9 (Green). do a prostatectomy,6.501317555342276e-05,6.261386306900357e-05,0.006261386306900357,34465,1,cmr_versius,cmr_versius:03,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 3. left instrument: Tool #18 (Green). arm right: 1. right instrument: Tool #2 (Orange). do a hysterectomy,6.477738135803098e-05,6.238677086289229e-05,0.006238677086289229,34340,1,cmr_versius,cmr_versius:01,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: -1. left instrument: Tool #3 (None). arm right: 1. right instrument: Tool #2 (Green). do a hysterectomy,6.476606323665217e-05,6.237587043699894e-05,0.006237587043699894,34334,1,cmr_versius,cmr_versius:01,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 2. left instrument: Tool #0 (Purple). arm right: 1. right instrument: Tool #10 (Blue). do a hysterectomy,6.463967754792216e-05,6.225414901452329e-05,0.006225414901452329,34267,1,cmr_versius,cmr_versius:01,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 3. left instrument: Tool #13 (Orange). arm right: 1. right instrument: Tool #9 (Blue). do a prostatectomy,6.453970080907607e-05,6.215786191913212e-05,0.006215786191913212,34214,1,cmr_versius,cmr_versius:03,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
left tool: bi_maryland_forceps. right tool: forceps. aux tool: mono_round_scissors. The surgery process is a hysterectomy.Suturing the uterus stump,6.408397722184616e-05,6.171895681958532e-05,0.006171895681958532,856,1,rob_surgical_bitrack,rob_surgical_bitrack:00,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 3. left instrument: Tool #18 (Blue). arm right: 2. right instrument: Tool #13 (Orange). do a hysterectomy,6.38266591622113e-05,6.147113508785158e-05,0.006147113508785158,33836,1,cmr_versius,cmr_versius:01,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 1. left instrument: Tool #2 (Cyan). arm right: 2. right instrument: Tool #2 (Blue). do an inguinal hernia repair,6.324754861832908e-05,6.0913396629642274e-05,0.006091339662964227,33529,1,cmr_versius,cmr_versius:02,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: -1. left instrument: Tool #3 (None). arm right: 2. right instrument: Tool #8 (Pink). do a cholecystectomy,6.320793519350325e-05,6.087524513901557e-05,0.006087524513901557,33508,1,cmr_versius,cmr_versius:00,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 1. left instrument: Tool #18 (Cyan). arm right: 0. right instrument: Tool #14 (White). do a hysterectomy,6.317398082936685e-05,6.084254386133555e-05,0.006084254386133555,33490,1,cmr_versius,cmr_versius:01,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 1. left instrument: Tool #13 (Orange). arm right: 2. right instrument: Tool #2 (Blue). do an inguinal hernia repair,6.300986806937416e-05,6.068448768588209e-05,0.006068448768588209,33403,1,cmr_versius,cmr_versius:02,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 1. left instrument: Tool #13 (Green). arm right: 0. right instrument: Tool #14 (White). do a cholecystectomy,6.286273249144969e-05,6.054278214926865e-05,0.006054278214926865,33325,1,cmr_versius,cmr_versius:00,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 3. left instrument: Tool #18 (Pink). arm right: 1. right instrument: Tool #0 (Blue). do a hysterectomy,6.252696155721179e-05,6.021940284776619e-05,0.006021940284776619,33147,1,cmr_versius,cmr_versius:01,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 0. left instrument: Tool #17 (White). arm right: 0. right instrument: Tool #17 (White). do a hysterectomy,6.247603001100716e-05,6.017035093124614e-05,0.006017035093124614,33120,1,cmr_versius,cmr_versius:01,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 2. left instrument: Tool #18 (Blue). arm right: -1. right instrument: Tool #3 (None). do an inguinal hernia repair,6.221194051216837e-05,5.99160076604015e-05,0.00599160076604015,32980,1,cmr_versius,cmr_versius:02,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 1. left instrument: Tool #0 (Cyan). arm right: 3. right instrument: Tool #2 (Green). do a hysterectomy,6.215723625883747e-05,5.986332226858368e-05,0.005986332226858368,32951,1,cmr_versius,cmr_versius:01,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
Close down on the gallbladder for hold. Keep position awaiting surgeon's counterpart grasp.,6.201300368032052e-05,5.972441259612924e-05,0.005972441259612924,828,1,tud_tundra_ur5e,tud_tundra_ur5e:00,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 3. left instrument: Tool #0 (Pink). arm right: 2. right instrument: Tool #9 (Blue). do a prostatectomy,6.189503311356181e-05,5.9610795735387935e-05,0.005961079573538794,32812,1,cmr_versius,cmr_versius:03,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 2. left instrument: Tool #9 (Cyan). arm right: 1. right instrument: Tool #13 (Purple). do an inguinal hernia repair,6.188182863861986e-05,5.95980785718457e-05,0.00595980785718457,32805,1,cmr_versius,cmr_versius:02,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 2. left instrument: Tool #2 (Green). arm right: 1. right instrument: Tool #2 (Cyan). do an inguinal hernia repair,6.180448814253137e-05,5.95235923282412e-05,0.00595235923282412,32764,1,cmr_versius,cmr_versius:02,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
